Symbol ,Date ,PREV. CLOSE ,Open Price ,High Price ,Low Price ,Close Price ,Total Traded Quantity ,Total Traded Value in Rs.,Number of Trades 
WIPRO,24-Oct-25,0.1,0.1,0.1,0.03,0.03,"16,108","1,533.00",2
WIPRO,24-Oct-25,1.55,1.45,1.6,1.31,1.41,"1,46,038","2,08,211.00",94
WIPRO,24-Oct-25,1.5,2,2,1.41,1.5,"64,717","1,09,369.00",72
WIPRO,23-Oct-25,1.35,1.35,1.75,1.35,1.55,"12,40,836","19,50,480.00",299
WIPRO,23-Oct-25,0.25,0.1,0.1,0.1,0.1,"48,000","4,800.00",5
WIPRO,23-Oct-25,1.49,1.5,1.9,1.4,1.5,"22,92,883","35,37,528.00","6,310"
WIPRO,20-Oct-25,0.4,0.25,0.25,0.25,0.25,"55,000","13,750.00",2
WIPRO,20-Oct-25,1.2,1.3,1.35,1.15,1.35,"6,30,000","7,79,337.00",153
WIPRO,20-Oct-25,1.1,1.5,1.55,1.2,1.49,"24,34,750","31,93,877.00",186
WIPRO,17-Oct-25,0.99,1.1,1.4,1,1.2,"70,63,409","84,95,662.00",994
WIPRO,17-Oct-25,1.01,1.14,1.3,1.05,1.1,"30,25,993","35,10,964.00",512
WIPRO,17-Oct-25,0.04,0.1,0.5,0.1,0.4,"3,24,610","92,360.00",69
WIPRO,16-Oct-25,1.1,1.02,1.12,1,1.01,"11,33,404","12,44,431.00",87
WIPRO,16-Oct-25,1,1,1,0.9,0.99,"3,03,000","3,02,098.00",66
WIPRO,15-Oct-25,0.03,0.05,0.25,0.04,0.04,"51,002","4,410.00",12
WIPRO,15-Oct-25,1.01,0.7,1.1,0.7,1,"9,63,000","8,65,738.00",91
WIPRO,15-Oct-25,1.05,1.11,1.18,1.01,1.1,"30,89,528","34,69,170.00",99
WIPRO,14-Oct-25,0.5,0.1,0.1,0.02,0.03,"68,250","2,500.00",83
WIPRO,14-Oct-25,1.14,1.14,1.15,1,1.05,"14,23,220","15,71,533.00",74
WIPRO,14-Oct-25,1.13,1.01,1.01,1,1.01,"1,70,001","1,70,201.00",13
WIPRO,13-Oct-25,1,1.01,1.18,1,1.14,"37,44,386","41,62,679.00",97
WIPRO,13-Oct-25,1.07,1.01,1.21,1.01,1.13,"6,08,400","6,96,036.00",137
WIPRO,13-Oct-25,1,0.01,0.5,0.01,0.5,"93,000","33,270.00",16
WIPRO,10-Oct-25,0.69,1,1,1,1,"27,000","27,000.00",1
WIPRO,10-Oct-25,1.65,1.06,1.07,1.06,1.07,"4,764","5,086.00",6
WIPRO,10-Oct-25,1,1.1,1.15,1,1,"16,44,343","18,35,918.00",216
WIPRO,09-Oct-25,1.02,1.07,1.1,0.9,1,"22,55,355","23,51,400.00",222
